사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,합계
202501,1호선,동대문,574,24,9298,1703,7860,5151,11813,8559,18158,15811,18430,18049,16026,20262,17468,24872,22384,25646,25385,26082,27184,24958,27875,24307,28303,22684,26663,21429,23573,21212,16634,18842,14155,13464,12642,13031,9308,12924,4945,8278,701,2571,12,217,0,0,0,0,20250203,669467
202501,1호선,동묘앞,140,5,2218,815,3245,4101,7160,6660,11567,13278,9781,14666,11100,19280,15751,27393,22120,31223,27830,34737,32780,31568,34715,26600,33501,18892,27785,12894,17615,11060,8443,8456,4992,6118,4222,6035,2884,5989,1246,3908,133,1749,2,214,0,0,0,0,20250203,564871
202501,1호선,서울역,560,51,8353,7685,20145,46128,61204,103944,101648,212041,82745,143188,84689,84059,100778,84201,117895,98491,115677,98587,100616,92390,123489,105002,136918,108439,194132,125921,226622,139109,126968,99249,91632,70567,93721,64819,61489,45228,28021,23793,4266,6765,239,237,0,0,0,0,20250203,3641701
202501,1호선,시청,89,0,1633,4268,3078,20969,6047,61835,8413,168180,10230,78238,12944,40446,19001,42728,21188,44488,27616,51215,39919,43881,55007,34339,69207,28004,89724,27045,146293,22989,60550,12394,50157,8748,42548,7281,25105,4989,8471,3044,429,811,9,24,0,0,0,0,20250203,1403574
202501,1호선,신설동,362,10,7742,1924,8178,6905,17444,19817,27940,45873,18253,28418,16877,19426,19071,18092,21238,18266,23468,19427,22655,18130,24264,19640,27593,20644,36745,22233,47418,28018,18013,20072,12334,14444,10499,13853,7529,11598,3409,7801,360,2314,3,46,0,0,0,0,20250203,728346
202501,1호선,제기동,305,1,4599,2124,7544,8403,18179,18059,27346,32939,19846,28400,22156,35802,30131,48588,39187,50713,42384,53088,48430,50324,52009,39642,49715,33170,42855,25530,35211,23917,18371,16477,12333,11216,7975,10118,5118,8651,2214,5610,189,1381,8,49,0,0,0,0,20250203,990307
202501,1호선,종각,138,3,4176,4949,3897,28257,5592,99730,9001,234423,10885,129348,15958,55283,25375,54132,30702,50033,38596,54426,51096,45280,65643,41445,83262,41884,143005,46444,203922,46683,93066,23397,79473,12018,77659,9173,56829,6455,24793,4161,1714,1049,12,16,0,0,0,0,20250203,2013383
202501,1호선,종로3가,140,9,3338,2424,3227,9593,4432,22259,7290,55799,10916,56161,17115,50381,28173,60941,40398,62220,45282,59530,54172,51337,63620,43871,69648,40426,80023,37703,84231,36626,50266,18705,42311,10241,42297,7962,32251,6161,14304,4001,1378,1692,14,38,0,0,0,0,20250203,1332906
202501,1호선,종로5가,33,1,1504,2880,2611,12776,4801,34550,8449,77766,11518,53056,19655,49201,29640,53383,38432,50347,46746,50541,54644,47253,59242,40398,62857,35723,79436,31788,81789,27686,42757,14865,30765,8583,27186,6211,15062,4783,4851,3106,255,809,0,21,0,0,0,0,20250203,1227960
202501,1호선,청량리(서울시립대입구),830,15,8829,2757,14761,8484,39975,14279,49548,32939,32758,31149,29960,37273,38198,47757,44745,48869,49053,51592,53029,54152,58292,49879,56912,46897,50140,45912,41811,52294,24100,34991,18407,22043,14336,20684,8920,17536,3751,11075,308,3378,5,64,0,0,0,0,20250203,1272687
202501,2호선,강남,180,12,7754,9857,17016,47784,36086,133296,54934,271798,46793,296833,50274,147677,67678,102127,84701,101974,101339,117917,112425,106390,135084,101154,159108,106876,229820,134963,288592,169578,199606,99578,154150,55635,170385,44575,153632,35809,72917,21367,11246,5571,43,22,0,0,0,0,20250203,4264556
202501,2호선,강변(동서울터미널),18,2,7515,1648,19001,17697,55514,19028,85384,35493,65760,31739,54924,32556,49602,32330,46990,36956,45316,40027,42600,43526,44463,50369,46740,52843,49927,63014,50691,81822,35452,58201,27347,41262,22585,32541,14465,29500,5352,16161,626,3982,4,17,0,0,0,0,20250203,1490990
202501,2호선,건대입구,276,10,14290,1633,19840,12536,44473,19729,77591,47435,57024,42475,36726,37860,35585,43810,41569,50685,46531,56261,48348,58708,53581,64035,61264,76171,71409,99655,78607,138131,60544,95765,63615,61295,67863,56326,70198,48705,42968,29211,6510,9877,25,885,0,0,0,0,20250203,2050035
202501,2호선,교대(법원.검찰청),23,1,2463,6005,9747,22067,20070,45970,31599,136355,25012,117751,23456,63010,29206,54094,32542,50099,40099,53034,46391,46635,50260,42770,54944,45060,87255,57284,117597,63452,56584,37966,46259,23543,45336,20985,35222,20202,14390,10876,2625,2908,6,23,0,0,0,0,20250203,1691176
202501,2호선,구로디지털단지,199,14,33233,4276,45261,18508,118302,70149,159817,194238,102292,122168,65099,53066,59394,43826,67164,49191,66664,61997,61943,59998,68862,66189,80745,77954,125033,101493,180417,145508,89523,116842,57473,79011,47083,76966,37121,72544,17455,43414,3091,12131,14,287,0,0,0,0,20250203,2955955
202501,2호선,구의(광진구청),68,6,11361,1246,22530,26784,57493,15456,100327,34612,63668,20779,36269,18970,30639,19829,32646,23326,32569,26784,30580,28829,32678,35345,40728,41103,41071,54893,40930,87578,25436,62262,18850,43335,16484,41014,14837,36144,7862,20246,1201,6404,10,37,0,0,0,0,20250203,1303219
202501,2호선,낙성대(강감찬),33,2,9976,1940,22869,8194,69018,12983,106677,34956,72517,28953,41327,23269,36079,23718,38737,25429,39116,27634,35550,30996,34161,36267,37222,41470,41557,56038,46368,90054,26574,75183,20583,51013,18880,47283,14588,46264,7749,28490,1246,7099,1,63,0,0,0,0,20250203,1418126
202501,2호선,당산,29,8,7286,3145,16409,11636,38893,22538,49250,64915,30793,28676,22067,15529,21716,15542,23828,17447,23334,19214,21721,20112,22701,23435,26611,29834,37177,43442,50453,66003,22676,44509,18258,30410,17691,29312,15119,26522,7924,17300,1215,3961,1,90,0,0,0,0,20250203,1008732
202501,2호선,대림(구로구청),568,12,28555,2838,25826,9777,54830,18077,83483,43469,57911,30450,38579,31388,33951,35882,35913,33460,36465,34060,34320,33478,34813,40791,36801,46177,40906,54709,44772,61551,23647,46142,17619,36585,13764,44672,10194,41309,5256,20571,724,5001,13,179,0,0,0,0,20250203,1329488
202501,2호선,도림천,2,0,351,346,1034,709,2743,2581,3142,4951,1984,2100,2388,1573,1764,1289,2245,1851,1725,1822,2215,1756,1910,1620,2564,1964,2910,2376,3061,3233,1656,2480,796,1689,845,1501,447,1230,167,863,26,281,1,8,0,0,0,0,20250203,70199
202501,2호선,동대문역사문화공원(DDP),185,17,4006,1028,3506,7800,5527,16671,10490,37826,12834,26241,14691,26567,17161,26603,20861,28604,21583,29150,25729,30115,30126,28951,33921,27976,42555,29109,43377,33139,28883,28764,22889,21364,21658,16973,17597,14377,8038,8803,1512,2320,13,85,0,1,0,0,20250203,829626
202501,2호선,뚝섬,4,0,2726,2027,7750,15415,14915,34248,22514,121079,15473,84846,13629,40319,16518,32933,20402,33827,25048,35402,30144,32427,37393,32155,46756,32689,73432,36468,118822,42273,61218,24897,42982,14256,36751,12050,23752,10757,9093,6907,1307,1985,1,27,0,0,0,0,20250203,1267617
202501,2호선,문래,15,0,3918,2315,12624,9385,36891,34330,44430,120467,24483,57531,18491,25481,19236,22557,23398,25841,25098,27404,26395,26198,28628,27878,35029,32095,60883,40766,101581,57459,38594,38680,28660,20961,30434,18783,25588,16341,12383,9576,2061,2945,5,91,0,0,0,0,20250203,1215909
202501,2호선,방배,0,0,2087,3033,7780,11054,17869,21979,26269,58033,20347,40554,16515,21156,17609,18136,19301,20370,22611,20603,22474,19751,24261,20273,29730,20685,38995,25575,51546,31271,23716,22488,19459,15020,16968,13888,13191,14110,5452,7707,1048,2227,5,14,0,0,0,0,20250203,805160
202501,2호선,봉천,62,2,13088,1236,24116,5817,69864,10068,106118,23310,67030,18562,38639,18429,33119,20635,35209,23446,35145,26047,31247,28555,30619,36734,30060,41442,30905,52780,30809,79711,18868,65924,15498,42473,13332,39749,10385,36992,4868,22188,829,6750,9,210,0,0,0,0,20250203,1240879
202501,2호선,사당,123,8,13188,3590,32757,31569,81596,38084,106115,61388,81865,46474,57817,40947,54146,52785,59901,54096,64095,53136,67608,53758,68508,64202,71560,84184,87041,121930,102117,162454,71332,110810,65284,67438,69832,60230,67116,54713,37543,34413,5777,9567,15,455,0,25,0,0,20250203,2471592
202501,2호선,삼성(무역센터),137,1,4100,5078,6010,40069,12641,119575,17170,280885,18502,212242,21649,104723,32587,75580,41835,71963,55407,76950,69836,66399,91262,60292,116863,58236,199244,59708,260245,57513,139028,30471,114144,17825,94150,13871,55435,10456,14672,5863,1955,4062,3,930,0,10,0,0,20250203,2739577
202501,2호선,상왕십리,14,1,5231,772,12625,5519,33807,9000,56706,25974,33021,16006,20961,13458,19873,12706,20566,14135,20717,15960,18735,17299,19568,19673,20490,24003,23669,32911,24248,50469,16005,33432,10899,22757,9711,20740,6471,19270,2679,11610,414,3807,2,19,0,0,0,0,20250203,745933
202501,2호선,서울대입구(관악구청),4097,28,23852,2345,37666,13236,105494,21185,151624,56741,106723,53812,63516,44822,56193,42442,62710,44820,69353,51056,58919,54715,60939,62121,67194,72512,74493,97558,79783,150796,48534,125235,41874,79026,41201,73538,37064,71449,19255,42417,3131,16205,16,2994,0,0,0,0,20250203,2392684
202501,2호선,서초,4,0,1627,4476,7946,20529,15322,43881,24578,97616,23146,80041,18309,38672,26290,32517,23356,24839,30894,26883,32491,25203,39968,20362,44560,21998,67170,24670,83720,25362,38298,16918,27970,11105,24942,10164,16032,9725,5632,5656,733,1242,3,9,0,0,0,0,20250203,1094859
202501,2호선,선릉,98,3,4662,5523,10259,36556,19297,106515,30451,248911,29839,187374,32990,91934,42712,62330,51452,59061,59944,65257,71679,55309,93452,48318,118693,47287,187170,51970,255253,55402,129486,36196,85285,23223,81486,20104,67422,17481,24117,10782,3728,4172,6,58,0,0,0,0,20250203,2633247
202501,2호선,성수,76,3,4389,3772,7265,30240,17420,65027,24305,222270,20820,137803,19965,82148,24959,80030,33510,85112,45093,91292,58529,91009,77254,87956,100346,83194,152727,77548,243499,73805,128751,40936,101122,21728,84654,15909,57645,12897,20851,10568,3059,5365,2,845,0,3,0,0,20250203,2545701
202501,2호선,시청,8,1,1021,1689,2125,17385,4666,63189,7236,198788,10634,81367,15858,27728,22511,25834,22297,27211,26817,29571,35902,27742,44661,24076,53182,20669,97967,21521,156857,21010,60117,11781,44857,8153,38570,7400,22708,5878,8601,3685,1063,980,1,51,0,0,0,0,20250203,1303368
202501,2호선,신답,5,0,1090,70,1607,926,5149,769,9166,1408,3848,806,2419,898,2059,1021,1907,1246,2029,1382,1785,1770,1764,2649,1948,3341,2001,4058,1709,8617,913,5764,550,3174,533,3392,306,2621,156,1697,36,477,0,1,0,0,0,0,20250203,87067
202501,2호선,신당,48,1,4970,1075,9664,6155,25351,12062,44563,24368,25804,19533,18343,17358,18307,20005,21441,21927,22698,22773,22840,23364,23972,25456,26633,30031,28885,39075,30844,54540,20733,34913,17198,22315,16908,19647,15963,18006,7788,11238,1324,3177,6,12,0,0,0,0,20250203,831314
202501,2호선,신대방,207,8,20347,1782,29011,8145,74165,12001,113738,21531,73943,16361,42323,17041,34989,18317,35846,21404,35356,25170,30481,28261,29538,36961,30820,42912,31430,56196,29112,80420,19521,69184,14623,50415,11630,52082,9270,48893,4200,28799,847,7892,6,93,0,0,0,0,20250203,1315271
202501,2호선,신도림,3632,36,30343,4587,46352,17091,118007,36725,132274,93387,81720,64954,57165,57128,57195,61694,67169,63356,70779,68636,74173,67103,77776,74175,83555,85974,103296,107956,114840,158563,68673,111509,61711,67909,56030,64010,44585,58882,21881,44513,2370,18873,25,2354,0,2,0,0,20250203,2702968
202501,2호선,신림,175,15,32031,3617,58770,15932,150745,22706,234365,40463,147442,39063,85396,39129,70955,44471,77453,49685,75089,57990,70196,63958,68439,79116,72102,94657,73867,125202,75118,199932,52235,174929,44497,115407,42500,109320,35501,99710,20868,66307,4198,18861,17,137,0,0,0,0,20250203,2952566
202501,2호선,신설동,44,4,979,301,1252,1898,4265,4413,7415,12177,4555,8252,4072,7727,5242,7046,6322,7079,7291,7364,7708,6323,8514,5672,9487,4916,10290,5261,12159,6734,4178,4881,2524,3577,2209,2948,1479,2798,645,1865,95,646,1,118,0,0,0,0,20250203,202726
202501,2호선,신정네거리,95,0,7382,773,14965,2331,41043,3465,38326,9455,21689,7555,16091,7100,15403,8522,16064,9442,14463,11267,12837,12750,12169,16183,12269,20469,12005,28635,10598,43005,6714,32154,5194,18706,4153,16716,3324,15127,1602,9148,328,2699,0,112,0,0,0,0,20250203,542328
202501,2호선,신촌,69,6,5953,2395,12673,14467,30167,28534,45297,68259,33929,79465,34044,57921,42571,55967,53702,59294,57786,70055,60657,61068,67643,58683,78323,63812,90811,77864,89023,99291,63170,67960,66213,41419,63668,37030,61662,31870,29433,21613,4515,4963,19,33,0,0,0,0,20250203,1993297
202501,2호선,아현,20,0,3856,707,9276,3797,24711,7158,36884,15610,22554,12495,16506,9544,15936,9722,17852,10999,16815,12658,15002,14084,16425,16505,17528,18548,19299,22998,18284,31261,10958,23653,8029,16440,6033,15360,4189,14241,1985,7877,290,2226,0,17,0,0,0,0,20250203,548332
202501,2호선,양천구청,43,0,4491,812,10014,2085,26292,3964,25357,8011,15051,4564,10961,4322,10214,4883,10614,6330,10073,7394,8053,8120,7880,10594,8316,13038,8793,17813,8062,26516,3802,21624,2793,13222,2139,11942,1928,9358,632,7102,135,2066,0,20,0,0,0,0,20250203,359423
202501,2호선,역삼,36,4,3490,6084,8699,39458,13975,135926,22966,324910,21468,264237,22892,109304,31014,59806,38550,54955,45628,58824,54895,47022,73513,41171,95522,39623,197241,47186,247515,52567,139168,33013,79616,21949,72158,17917,47114,14817,18664,9378,3002,2715,2,12,0,0,0,0,20250203,2618006
202501,2호선,영등포구청,33,1,4482,2654,11300,12146,34031,32745,44815,106313,28053,48369,21075,26921,23672,25059,26689,25803,27957,28807,29332,27396,32479,27901,36825,30879,53414,38554,89896,54914,36022,36735,28023,22211,25090,19834,19310,17633,8841,12330,1504,4003,10,108,0,0,0,0,20250203,1184169
202501,2호선,왕십리(성동구청),483,1,5278,828,8264,6964,21080,9942,37911,22156,24575,18204,17261,14534,17613,16385,20814,17683,22262,19125,21653,20463,22863,22305,26325,25730,30328,35778,31682,52237,21016,31951,20205,21202,21894,18179,21789,17410,12150,11239,2077,4175,22,43,0,0,0,0,20250203,794079
202501,2호선,용답,18,1,1930,301,2765,1145,6365,1632,12125,2289,7315,2098,5008,1880,4229,2374,4368,2818,4748,3183,4339,3557,4173,4422,4694,5559,4462,6346,3714,10418,2165,7010,1444,5002,1136,5468,911,5043,429,3078,80,995,0,5,0,0,0,0,20250203,151042
202501,2호선,용두(동대문구청),50,0,821,104,1471,772,4613,2331,7976,4901,4652,3349,3434,3975,3751,4107,4611,3703,4515,4675,5023,4667,5669,4754,5324,4599,4992,5003,5084,8120,2394,5251,1860,3122,1443,2881,722,2172,358,1301,48,497,0,6,0,0,0,0,20250203,139101
202501,2호선,을지로3가,11,0,1204,1955,2663,17865,5462,63847,10608,149410,13267,61875,18334,29779,21887,26685,23633,25243,26928,28452,30956,25428,34618,25650,43990,30072,83011,35698,123436,40000,51571,24491,40118,15056,43601,12706,36169,10838,19180,6579,2916,1518,8,64,0,0,0,0,20250203,1266782
202501,2호선,을지로4가,9,0,952,936,2182,11082,4943,30234,10216,65971,11012,33500,14868,22890,18125,23003,18731,20866,20196,20585,23054,19951,26333,18704,30775,16876,53392,16993,58836,16758,24698,11629,15508,8981,12858,9098,8814,8588,4190,5519,724,1295,1,32,0,0,0,0,20250203,723908
202501,2호선,을지로입구,43,2,2170,2676,4211,27237,9118,115887,14025,302325,21174,147582,28545,83038,38660,69444,43108,60453,54102,65831,64360,59511,77930,56551,92876,60368,159367,68108,257730,67989,128541,42127,123659,28131,81109,22679,63886,17590,25847,9893,3052,3939,7,758,0,4,0,0,20250203,2605643
202501,2호선,이대,27,3,2944,719,8176,6370,23304,11350,34132,37451,20590,29132,17625,21332,19583,19167,23159,22566,24157,23681,22618,22186,25634,22869,27826,24846,36330,30176,32572,40196,20097,30323,15786,21537,15534,20239,12599,19298,4829,13207,617,3511,2,19,0,0,0,0,20250203,808319
202501,2호선,잠실(송파구청),65,13,11770,4485,43137,30415,101960,69496,142432,153349,105291,143254,75804,115321,80331,115736,89939,114032,100743,120774,111567,119734,130094,128678,154556,143458,185541,168261,220467,212903,160725,139162,156471,92261,140227,80559,93466,72657,28214,41619,4233,7840,13,51,0,0,0,0,20250203,4211104
202501,2호선,잠실나루,6,2,3133,3052,11076,16305,30846,19066,39327,32164,28029,21454,22995,16791,22924,15307,21660,18425,20419,19434,22098,18338,23863,18630,30695,20064,35310,26011,26513,35301,13106,26257,9753,16203,7047,16059,4812,15024,2159,8118,302,2172,0,23,0,0,0,0,20250203,740273
202501,2호선,잠실새내,34,1,5340,908,15604,8188,48297,13607,69482,26076,48384,27914,32730,23688,31875,26111,34410,27817,35279,32187,32582,34982,34278,39256,35982,45600,38874,60193,40514,80564,29722,56149,25458,34698,25426,29783,23641,27892,12533,15089,1911,4287,13,36,0,0,0,0,20250203,1237395
202501,2호선,종합운동장,5,1,1334,1160,5527,10200,13582,11218,18971,16405,14319,12359,10670,9469,9888,7968,11614,10857,10286,13002,14742,11719,11482,10591,17456,12330,14694,17601,14634,28908,8031,15874,10353,10247,11808,9379,3266,8740,1601,4864,267,1356,2,57,0,1,0,0,20250203,428838
202501,2호선,충정로(경기대입구),20,1,2924,984,5848,5727,13156,19891,19696,53706,13243,23146,10771,11213,11580,9583,11480,10220,12525,12152,12592,11442,13019,11977,17332,13288,30313,16385,42108,20282,13707,14057,9371,10088,8448,10015,5780,8792,2646,5645,582,1508,16,37,0,0,0,0,20250203,527296
202501,2호선,한양대,3,0,859,497,2276,5518,4358,8261,7795,27385,5673,38624,5669,17392,9388,13205,9596,16194,13195,16358,15141,13831,14310,8976,19284,8410,32218,8660,29874,10043,12051,6730,8236,5176,7606,4820,7071,4689,3749,3386,858,1022,1,5,0,0,0,0,20250203,428393
202501,2호선,합정,139,10,10087,2474,14340,10702,33575,26965,44403,80683,30103,74259,23542,47591,26681,46965,32483,50405,36456,57670,40188,52717,44923,54933,53369,63591,71374,81121,102771,103947,70638,70698,61018,39823,68221,32289,63770,28085,33463,19417,5291,7044,28,53,0,0,0,0,20250203,1818305
202501,2호선,홍대입구,1187,44,27278,3365,28879,16040,52611,35050,68279,95637,54231,115431,51389,102070,60353,128308,71259,157888,83606,175675,96681,167965,120025,169202,146693,173289,173934,190248,198927,216251,169372,157097,167362,98313,193474,76885,185240,61969,92115,42987,10465,15832,79,1858,0,3,0,0,20250203,4254846
202501,3호선,가락시장,40,15,2506,645,6128,5104,17063,9967,19822,23359,14572,12898,13437,10127,13517,11386,14171,11852,14377,12846,14621,13378,15559,15098,15943,15655,19470,19712,25155,24729,11886,17400,9345,10946,8232,9053,6051,9086,2462,4844,409,1435,4,70,0,0,0,0,20250203,484375
202501,3호선,경복궁(정부서울청사),33,1,2004,1499,5259,11958,11158,30876,18291,109602,17572,62158,15820,47656,21756,50528,28191,50752,35351,54418,46107,48743,55799,47906,68923,40290,85772,35262,101500,31848,42071,19454,34417,11577,31638,9855,20427,8866,7247,4826,845,1351,3,24,0,0,0,0,20250203,1329634
202501,3호선,경찰병원,4,0,2821,253,6910,3117,19763,8762,23202,24550,13969,13732,11115,8588,10297,6749,9977,7648,9974,9607,10267,8583,11005,9108,9907,9829,14608,14712,17791,20872,6832,16178,5411,9705,4472,8542,3324,7939,989,4568,154,1293,1,11,0,7,0,0,20250203,387146
202501,3호선,고속터미널,183,7,5492,3648,6945,31710,21985,44283,40300,70980,48014,97225,53403,97024,68761,105049,82138,100998,92299,101134,104490,106139,120695,108493,130406,105889,141355,109232,131607,110924,112174,69373,123698,44820,75765,34522,46710,25107,14866,12236,1451,2035,14,23,0,0,0,0,20250203,2803602
202501,3호선,교대(법원.검찰청),57,0,1866,653,4221,6531,8669,14344,13451,40160,11756,32638,12849,15437,16591,11399,19406,11687,23312,11250,26846,10766,28483,9773,30809,10670,46812,14698,61321,17624,30558,10104,26233,5681,25614,4558,19289,4170,8100,2516,1190,687,3,8,0,0,0,0,20250203,652790
202501,3호선,구파발,162,1,10749,1396,28318,9768,70849,16882,71539,23582,40938,22578,30186,24605,30042,25230,32097,26799,31009,29149,32344,30122,35353,31038,37539,36942,36141,43604,29494,68989,19098,56489,15634,32407,13458,29764,10881,25629,2940,17814,506,6918,0,255,0,15,0,0,20250203,1139253
202501,3호선,금호,65,4,3742,535,8377,2253,22048,4148,32483,8055,20739,6765,13909,6539,12392,6899,12832,8088,11960,9493,10954,10518,10309,12912,10799,15632,11538,20041,10798,27695,7840,20299,5514,13858,4349,11690,3242,11267,1731,5737,332,1402,1,12,0,0,0,0,20250203,419796
202501,3호선,남부터미널(예술의전당),15,1,2706,1173,8021,25436,23602,56004,37630,135923,33003,80540,32373,51994,38025,44348,39921,47654,44898,54345,49110,52370,55986,48817,68160,47664,111855,51932,128825,56095,60168,36693,41538,22802,32749,17792,30138,14109,9250,8867,710,2148,1,18,0,0,0,0,20250203,1705409
202501,3호선,녹번,60,0,8153,466,20659,2939,57819,6670,65350,14369,37830,9117,25347,8301,22355,9745,21995,11864,20957,13353,18404,15799,16900,19655,17170,25677,16771,33964,17787,55685,9255,45025,7083,27658,5799,24280,3691,21679,1386,12651,218,3167,0,15,0,0,0,0,20250203,757068
202501,3호선,대청,87,3,3307,905,10127,5871,25056,11221,33464,23467,19840,11321,15416,8202,14205,8075,14391,10069,14680,11154,13894,11727,15127,13744,16032,15200,21212,21209,24936,28515,10517,22872,7742,15553,6187,13843,4598,14557,1785,7563,252,2469,3,41,0,0,0,0,20250203,530439
202501,3호선,대치,17,2,2625,628,11089,7586,23883,18830,24881,31274,16168,24008,13975,15278,13518,14704,17716,19448,19551,22880,17406,18392,18288,18962,21011,20811,36741,30035,29239,30471,17269,21449,12092,12935,16354,12440,39846,10587,3463,6079,405,1775,3,12,0,0,0,0,20250203,694126
202501,3호선,도곡,70,1,1015,331,3745,4170,9736,11226,11903,19109,7931,15469,6942,7081,7435,6964,7357,6693,8047,7618,8324,6846,9346,7107,10991,7655,15708,9686,16606,11684,8737,9179,6140,5714,5221,5345,4275,4599,1179,2767,150,1521,0,195,0,0,0,0,20250203,301818
202501,3호선,독립문,122,2,4199,778,5377,5219,11964,10618,16743,17851,13784,14399,12223,13710,12289,10866,14523,11346,13891,12620,14173,11863,15510,12135,15687,12425,15815,13464,14053,15763,6941,12465,5223,8445,4173,7584,3184,6781,1052,4101,142,1852,1,454,0,0,0,0,20250203,405810
202501,3호선,동대입구,13,0,1425,1080,2361,8213,4184,14285,7568,44804,6636,28959,7614,22381,11413,18303,9211,19289,13447,22927,14151,16082,17751,12425,22321,12992,32701,14826,37365,16374,17136,8696,17664,5236,13417,5113,14059,3867,2787,2560,333,868,1,62,0,0,0,0,20250203,532900
202501,3호선,매봉,13,1,1589,743,5939,8624,15077,20988,19349,64837,13597,29844,13364,15342,13487,13899,14174,12877,15576,12603,17277,12059,19086,12998,21072,14144,35138,17955,53512,22366,18405,14509,13760,9410,14242,7838,8860,7533,2691,3964,371,1197,1,71,0,0,0,0,20250203,620382
202501,3호선,무악재,4,0,1652,157,4498,1540,13167,2360,16972,4532,10631,2958,7735,3215,7109,3606,6485,4190,6435,4967,5755,5418,5500,6710,5585,8173,6010,10458,6263,15377,2946,12445,2195,7897,1609,7024,1209,6273,513,4239,61,935,1,3,0,0,0,0,20250203,224812
202501,3호선,불광,14,0,8218,1245,15617,5790,43112,9049,55060,26211,33161,23341,24869,21637,24200,22154,25228,24215,26318,27081,25989,27924,27354,30436,28634,33906,26761,38372,27375,53788,15764,41976,12271,26127,10073,22768,6813,20803,3144,12051,425,3577,0,20,0,0,0,0,20250203,912871
202501,3호선,수서,155,1,4198,2175,10919,13834,31810,28801,39642,51229,28798,32077,35147,23238,27811,20520,33229,25815,30947,22246,24028,24171,33177,28161,34411,30565,43752,38192,48933,49399,22982,36824,22934,26595,14987,20937,15000,19374,7104,7815,766,2805,16,203,2,2,0,0,20250203,1015727
202501,3호선,신사,52,7,3412,1558,6237,15044,10236,35878,15410,90358,14314,120382,17892,63128,23223,44814,27140,42371,33237,45615,39642,42271,47118,38629,56092,41466,81236,50238,110851,58191,79611,31307,55376,16264,55102,12621,44623,10282,20090,6824,2900,2666,6,12,0,0,0,0,20250203,1513726
202501,3호선,안국,6,1,1481,1631,2617,22217,5009,70670,8489,106139,11106,71351,13580,53373,20541,57659,30152,56184,35785,58135,44517,55470,61084,43361,78992,38114,116527,30703,119734,26043,53061,13318,43332,7014,33223,5782,17590,5361,5253,2763,591,756,4,2,0,0,0,0,20250203,1428721
202501,3호선,압구정,47,1,2892,2139,7536,21352,13765,41132,21226,119691,17760,136935,23538,72760,29900,60950,36728,50361,41330,53084,50276,48075,57859,45178,68947,45240,89204,52523,118396,53809,83955,29885,67644,15102,48844,12211,34211,10063,9744,5476,1403,1836,12,193,0,0,0,0,20250203,1703213
202501,3호선,약수,118,3,5633,892,8374,5102,20099,9947,31298,27271,23805,18618,17430,14529,16626,14675,18800,15147,19107,15816,19565,17340,19424,19139,20298,21957,24625,27344,28319,38321,17728,23953,14308,16719,13394,14395,10187,13206,4906,7862,805,2933,8,338,0,0,0,0,20250203,660364
202501,3호선,양재(서초구청),29,4,4562,2803,11930,36022,30980,90593,39738,191858,28195,107375,27345,50275,30692,42470,35097,38934,41578,42119,45489,38242,53691,38275,66001,42311,116189,58916,165812,69225,79062,46231,57393,29077,53420,25116,35109,21730,11806,11324,1298,2977,3,53,0,0,0,0,20250203,1921349
202501,3호선,연신내,253,5,21781,1876,40392,11747,97652,18346,121734,33900,74841,33659,53712,33813,52709,36684,57477,39804,55988,44646,51749,49210,52576,58486,54971,67060,53627,82052,49784,121786,36000,97275,29559,59911,25719,54837,22225,46347,11139,29522,1982,9259,3,29,1,11,0,0,20250203,1896139
202501,3호선,오금,14,1,4237,17,7528,2304,24404,4925,27657,11286,14900,5444,9277,4791,7638,4475,8364,5748,8073,6101,7099,6390,6951,8351,7904,9369,10137,14169,10995,20044,4403,14456,3384,9634,2536,8537,2300,9876,718,5064,106,1479,0,16,0,6,0,0,20250203,321108
202501,3호선,옥수,139,1,2520,887,7661,3820,18192,6702,28139,11351,19981,9666,14285,7664,13736,9937,13864,11171,14488,12649,13960,13443,14021,15492,14454,17430,15803,23670,15074,31434,10187,22720,7883,15368,7154,13083,4649,12348,1872,5913,308,1662,0,2,0,0,0,0,20250203,484783
202501,3호선,을지로3가,13,0,736,972,1361,7904,3082,31372,5710,67235,7228,28102,9176,14800,10972,13771,11158,13707,12931,14298,15199,12882,17267,13448,20621,15564,40171,18785,61361,21720,25898,12493,19381,6228,19671,4677,16470,3549,8794,2295,1166,572,5,3,0,0,0,0,20250203,612748
